[01/15/2022 - 01:32:20AM] Papyrus log opened (PC-64)
[01/15/2022 - 01:32:20AM] Update budget: 1.200000ms (Extra tasklet budget: 1.200000ms, Load screen budget: 500.000000ms)
[01/15/2022 - 01:32:20AM] Memory page: 128 (min) 512 (max) 153600 (max total)
[01/15/2022 - 01:32:20AM] Maximum stack depth: 100
[01/15/2022 - 01:32:20AM] This is a script log only and does not contain information on any other part of the game, including crashes.
[01/15/2022 - 01:32:21AM] Cannot open store for class "ccRZRFO4001:ccRZRFO4001_SetStageOnTriggerEnter", missing file?
[01/15/2022 - 01:32:21AM] Cannot open store for class "ccRZRFO4001:ccRZRFO4001_RadioSceneScript", missing file?
[01/15/2022 - 01:32:21AM] Cannot open store for class "CreationClub:SWKFO4001:UnlockPostersScript", missing file?
[01/15/2022 - 01:32:21AM] Cannot open store for class "CreationClub:SWKFO4001:RefAliasRedemptionMachine", missing file?
[01/15/2022 - 01:32:21AM] Cannot open store for class "CreationClub:SWKFO4001:ccSWKFO4001_CaptainCosmosQuestScript", missing file?
[01/15/2022 - 01:32:21AM] Cannot open store for class "CreationClub:SWKFO4001:RefAliasOnContainerChange", missing file?
[01/15/2022 - 01:32:21AM] Cannot open store for class "CreationClub:SWKFO4001:RefAliasPowerArmorEnter", missing file?
[01/15/2022 - 01:32:21AM] Cannot open store for class "CreationClub:SWKFO4001:RefAliasExitDoor", missing file?
[01/15/2022 - 01:32:21AM] Cannot open store for class "CreationClub:SWKFO4001:RefAliasEntryDoor", missing file?
[01/15/2022 - 01:32:21AM] Cannot open store for class "CreationClub:ZSEFO4001:RefAliasDoor", missing file?
[01/15/2022 - 01:32:21AM] Cannot open store for class "CreationClub:TOSFO4001:NeoSkyLightSwitchScript", missing file?
[01/15/2022 - 01:32:21AM] Cannot open store for class "CreationClub:TOSFO4001:HolotapeAliasCheckScript", missing file?
[01/15/2022 - 01:32:21AM] Cannot open store for class "CreationClub:TOSFO4001:SynthDeathAliasCheckScript", missing file?
[01/15/2022 - 01:32:21AM] Cannot open store for class "CreationClub:KGJFO4001:AdjustMaxHealth", missing file?
[01/15/2022 - 01:32:21AM] Cannot open store for class "CreationClub:KGJFO4001:DisableBleedoutRecovery", missing file?
[01/15/2022 - 01:32:21AM] Cannot open store for class "CreationClub:KGJFO4001:ViewRaidRecords", missing file?
[01/15/2022 - 01:32:21AM] Cannot open store for class "creationclub:kgjfo4001:endlessraidmanagerscript", missing file?
[01/15/2022 - 01:32:21AM] Cannot open store for class "creationclub:kgjfo4001:alterturrets", missing file?
[01/15/2022 - 01:32:21AM] Cannot open store for class "creationclub:kgjfo4001:datastructs", missing file?
[01/15/2022 - 01:32:21AM] Cannot open store for class "creationclub:kgjfo4001:raidtype", missing file?
[01/15/2022 - 01:32:21AM] Cannot open store for class "CreationClub:KGJFO4001:CameraScript", missing file?
[01/15/2022 - 01:32:21AM] Cannot open store for class "creationclub:kgjfo4001:cameramonitorscript", missing file?
[01/15/2022 - 01:32:21AM] Cannot open store for class "CreationClub:KGJFO4001:RaidTrigger", missing file?
[01/15/2022 - 01:32:21AM] Cannot open store for class "CreationClub:KGJFO4001:CameraTriggerBox", missing file?
[01/15/2022 - 01:32:21AM] Cannot open store for class "CreationClub:KGJFO4001:CameraMonitorBank", missing file?
[01/15/2022 - 01:32:21AM] Cannot open store for class "CreationClub:KGJFO4001:ShootingRangeStation", missing file?
[01/15/2022 - 01:32:21AM] Cannot open store for class "creationclub:kgjfo4001:shootingrange", missing file?
[01/15/2022 - 01:32:21AM] Cannot open store for class "CreationClub:KGJFO4001:RemoveFromAliasOnDeath", missing file?
[01/15/2022 - 01:32:21AM] Cannot open store for class "CreationClub:KGJFO4001:AlterSettlers", missing file?
