2023/10/16 20:58:13,138291
2023/10/16 21:02:40,138293
2023/10/16 21:06:50,138294
2023/10/16 21:18:09,138298
2023/10/16 21:28:09,138302
2023/10/16 21:38:09,138304
2023/10/16 21:48:09,138307
2023/10/16 21:58:09,138310
2023/10/16 22:08:09,138312
2023/10/16 22:18:09,138315
2023/10/16 22:28:09,138317
2023/10/16 22:38:09,138320
2023/10/16 22:48:09,138322
2023/10/16 22:58:09,138325
2023/10/16 23:08:09,138327
2023/10/16 23:28:09,138330
2023/10/16 23:38:09,138332
2023/10/16 23:48:09,138335
2023/10/16 23:58:09,138337
2023/10/17 00:08:09,138340
2023/10/17 00:28:10,138345
2023/10/17 00:38:10,138348
2023/10/17 00:58:10,138351
2023/10/17 01:18:10,138354
2023/10/17 01:28:10,138355
2023/10/17 01:38:10,138356
2023/10/17 01:48:10,138360
2023/10/17 01:58:10,138361
2023/10/17 02:08:10,138364
2023/10/17 02:18:10,138366
2023/10/17 02:38:10,138369
2023/10/17 02:58:10,138372
2023/10/17 03:08:11,138374
2023/10/17 03:28:10,138377
2023/10/17 03:38:10,138378
2023/10/17 03:48:10,138380
2023/10/17 04:08:10,138383
2023/10/17 04:18:10,138387
2023/10/17 04:38:10,138391
2023/10/17 04:48:10,138396
2023/10/17 04:58:10,138401
2023/10/17 05:08:10,138407
2023/10/17 05:38:10,138411
2023/10/17 05:58:10,138415
2023/10/17 06:18:10,138418
2023/10/17 06:38:11,138421
2023/10/17 06:48:10,138422
2023/10/17 06:58:10,138425
2023/10/17 07:08:10,138426
2023/10/17 07:18:10,138430
2023/10/17 07:38:10,138434
2023/10/17 07:58:10,138437
2023/10/17 08:08:10,138440
2023/10/17 08:28:10,138442
2023/10/17 08:38:10,138446
2023/10/17 08:58:10,138449
2023/10/17 09:18:10,138451
2023/10/17 09:28:10,138454
2023/10/17 09:48:10,138456
2023/10/17 10:08:10,138459
2023/10/17 10:18:10,138461
2023/10/17 10:38:10,138465
2023/10/17 10:48:10,138488
2023/10/17 10:58:10,138513
2023/10/17 11:08:10,138526
2023/10/17 11:18:10,138532
2023/10/17 11:28:10,138536
2023/10/17 11:38:10,138539
2023/10/17 11:48:10,138544
2023/10/17 12:08:10,138563
2023/10/17 12:18:10,138574
2023/10/17 12:28:10,138578
2023/10/17 12:38:10,138582
2023/10/17 12:48:10,138599
2023/10/17 12:58:10,138603
2023/10/17 13:08:10,138607
2023/10/17 13:18:10,138611
2023/10/17 13:28:10,138615
2023/10/17 13:38:10,138618
2023/10/17 13:48:10,138622
2023/10/17 13:58:10,138625
2023/10/17 14:08:10,138627
2023/10/17 14:18:10,138631
2023/10/17 14:28:10,138635
2023/10/17 14:38:10,138639
2023/10/17 14:48:10,138645
2023/10/17 14:58:10,138649
2023/10/17 15:08:10,138653
2023/10/17 15:18:10,138656
2023/10/17 15:28:10,138660
2023/10/17 15:38:10,138663
2023/10/17 15:58:10,138687
2023/10/17 16:08:10,138690
2023/10/17 16:18:10,138694
2023/10/17 16:28:10,138698
2023/10/17 16:38:10,138702
2023/10/17 16:48:10,138703
2023/10/17 17:08:10,138706
2023/10/17 17:18:10,138708
2023/10/17 17:28:10,138711
2023/10/17 17:38:10,138713
2023/10/17 17:58:10,138716
2023/10/17 18:08:10,138718
2023/10/17 18:28:10,138721
2023/10/17 18:38:10,138723
2023/10/17 18:48:10,138726
2023/10/17 18:58:10,138737
2023/10/17 19:08:10,138739
2023/10/17 19:18:10,138741
2023/10/17 19:28:10,138744
2023/10/17 19:48:10,138746
2023/10/17 19:58:10,138749
2023/10/17 20:08:10,138751
2023/10/17 20:18:10,138754
2023/10/17 20:28:11,138755
2023/10/17 20:38:11,138758
2023/10/17 20:48:11,138760
2023/10/17 20:58:11,138763
2023/10/17 21:08:11,138765
2023/10/17 21:18:11,138768
2023/10/17 21:28:11,138770
2023/10/17 21:38:11,138773
2023/10/17 21:58:11,138778
2023/10/17 22:08:11,138780
2023/10/17 22:28:11,138783
2023/10/17 22:48:11,138785
2023/10/17 23:08:11,138788
2023/10/17 23:28:11,138790
2023/10/17 23:48:11,138793
2023/10/18 00:08:11,138796
2023/10/18 00:18:11,138798
2023/10/18 00:38:11,138801
2023/10/18 01:08:11,138803
2023/10/18 01:28:11,138806
2023/10/18 01:38:11,138808
2023/10/18 01:58:11,138811
2023/10/18 02:08:12,138813
2023/10/18 02:28:11,138816
2023/10/18 02:48:11,138818
2023/10/18 03:08:11,138821
2023/10/18 03:28:11,138823
2023/10/18 03:48:11,138826
2023/10/18 04:08:11,138828
2023/10/18 04:38:11,138831
2023/10/18 04:58:11,138834
2023/10/18 05:28:11,138836
2023/10/18 05:48:11,138839
2023/10/18 05:58:11,138844
2023/10/18 06:08:11,138846
2023/10/18 06:18:11,138849
2023/10/18 06:38:11,138851
2023/10/18 07:08:11,138854
2023/10/18 07:28:11,138856
2023/10/18 07:48:11,138859
2023/10/18 08:08:11,138861
2023/10/18 08:28:11,138866
2023/10/18 08:38:11,138873
2023/10/18 08:48:11,138879
2023/10/18 08:58:11,138971
2023/10/18 09:08:11,139026
2023/10/18 09:18:11,139055
2023/10/18 09:28:11,139093
2023/10/18 09:38:11,139128
2023/10/18 09:48:11,139158
2023/10/18 09:58:11,139197
2023/10/18 10:08:11,139275
2023/10/18 10:18:11,139302
2023/10/18 10:28:11,139316
2023/10/18 10:38:11,139340
2023/10/18 10:48:11,139361
2023/10/18 10:58:11,139378
2023/10/18 11:08:11,139390
2023/10/18 11:18:11,139398
2023/10/18 11:28:11,139407
2023/10/18 11:38:11,139416
2023/10/18 11:48:11,139426
2023/10/18 11:58:11,139433
2023/10/18 12:08:11,139440
2023/10/18 12:18:11,139444
2023/10/18 12:28:11,139447
2023/10/18 12:38:11,139459
2023/10/18 12:48:11,139463
2023/10/18 12:58:11,139532
2023/10/18 13:08:11,139547
2023/10/18 13:18:11,139565
2023/10/18 13:28:11,139576
2023/10/18 13:38:11,139580
2023/10/18 13:48:11,139584
2023/10/18 13:58:11,139588
2023/10/18 14:08:11,139607
2023/10/18 14:18:11,139673
2023/10/18 14:28:11,139687
2023/10/18 14:38:11,139694
2023/10/18 14:48:12,139702
2023/10/18 14:58:11,139703
2023/10/18 15:08:11,139707
2023/10/18 15:18:11,139714
2023/10/18 15:28:11,139721
2023/10/18 15:38:11,139725
2023/10/18 15:58:11,139728
2023/10/18 16:08:11,139732
2023/10/18 16:28:11,139736
2023/10/18 16:38:11,139742
2023/10/18 16:48:11,139743
2023/10/18 17:20:48,139747
2023/10/18 17:50:47,139750
2023/10/18 18:00:47,139754
2023/10/18 18:10:47,139756
2023/10/18 18:20:47,139764
2023/10/18 18:30:47,139773
2023/10/18 18:40:47,139780
2023/10/18 18:50:47,139784
2023/10/18 19:00:47,139788
2023/10/18 19:10:47,139794
2023/10/18 19:20:47,139817
2023/10/18 19:30:47,139830
2023/10/18 19:40:47,139833
2023/10/18 19:50:47,139837
2023/10/18 20:00:47,139841
2023/10/18 20:10:47,139845
2023/10/18 20:20:47,139852
2023/10/18 20:30:47,139856
2023/10/18 20:40:47,139860
2023/10/18 20:50:47,139864
2023/10/18 21:00:47,139871
2023/10/18 21:10:47,139875
2023/10/18 21:30:47,139879
2023/10/18 21:40:47,139881
2023/10/18 22:00:47,139884
2023/10/18 22:10:47,139887
2023/10/18 22:20:47,139890
2023/10/18 22:30:47,139892
2023/10/18 22:40:47,139894
2023/10/18 22:50:47,139897
2023/10/18 23:00:47,139899
2023/10/18 23:20:47,139902
2023/10/18 23:40:47,139904
2023/10/18 23:50:47,139907
2023/10/19 00:00:47,139913
2023/10/19 00:10:47,139916
2023/10/19 11:22:21,139928
2023/10/19 11:32:22,139932
2023/10/19 11:42:21,139937
2023/10/19 11:52:21,139945
2023/10/19 12:02:21,139949
2023/10/19 12:12:21,139952
2023/10/19 12:22:21,139978
2023/10/19 12:42:21,139984
2023/10/19 12:52:21,139988
